date,county,state,fips,cases,deaths
01/03/2023,Fannin,Texas,48147,7947,203
01/03/2023,Fayette,Texas,48149,5394,115
01/03/2023,Fisher,Texas,48151,707,31
01/03/2023,Floyd,Texas,48153,2289,49
01/03/2023,Foard,Texas,48155,247,11
01/03/2023,Fort Bend,Texas,48157,239244,1324
01/03/2023,Franklin,Texas,48159,2595,46
01/03/2023,Freestone,Texas,48161,4242,87
01/03/2023,Frio,Texas,48163,6600,95
01/03/2023,Gaines,Texas,48165,2373,86
01/03/2023,Galveston,Texas,48167,117020,888
01/03/2023,Garza,Texas,48169,1455,31
01/03/2023,Gillespie,Texas,48171,6122,117
01/03/2023,Glasscock,Texas,48173,224,3
01/03/2023,Goliad,Texas,48175,1509,33
01/03/2023,Gonzales,Texas,48177,5276,106
01/03/2023,Gray,Texas,48179,6899,134
01/03/2023,Grayson,Texas,48181,31059,669
01/03/2023,Gregg,Texas,48183,26384,720
01/03/2023,Grimes,Texas,48185,9887,125
01/03/2023,Guadalupe,Texas,48187,44759,438
01/03/2023,Hale,Texas,48189,8198,250
01/03/2023,Hall,Texas,48191,1268,24
01/03/2023,Hamilton,Texas,48193,2095,36
01/03/2023,Hansford,Texas,48195,2264,31
01/03/2023,Hardeman,Texas,48197,624,21
01/03/2023,Hardin,Texas,48199,14357,256
01/03/2023,Harris,Texas,48201,1241025,11433
01/03/2023,Harrison,Texas,48203,15458,296
01/03/2023,Hartley,Texas,48205,1484,19
01/03/2023,Haskell,Texas,48207,1061,40
01/03/2023,Hays,Texas,48209,76535,551
01/03/2023,Hemphill,Texas,48211,1414,8
01/03/2023,Henderson,Texas,48213,18014,463
01/03/2023,Hidalgo,Texas,48215,258546,4032
01/03/2023,Hill,Texas,48217,9931,202
01/03/2023,Hockley,Texas,48219,9114,169
01/03/2023,Hood,Texas,48221,14772,290
01/03/2023,Hopkins,Texas,48223,8475,189
01/03/2023,Houston,Texas,48225,4880,121
01/03/2023,Howard,Texas,48227,7745,191
01/03/2023,Hudspeth,Texas,48229,1156,18
01/03/2023,Hunt,Texas,48231,19103,392
01/03/2023,Hutchinson,Texas,48233,7476,147
01/03/2023,Irion,Texas,48235,586,3
01/03/2023,Jack,Texas,48237,1641,31
01/03/2023,Jackson,Texas,48239,3840,61
01/03/2023,Jasper,Texas,48241,7953,206
01/03/2023,Jeff Davis,Texas,48243,273,10
01/03/2023,Jefferson,Texas,48245,61418,871
01/03/2023,Jim Hogg,Texas,48247,3719,22
01/03/2023,Jim Wells,Texas,48249,13799,225
01/03/2023,Johnson,Texas,48251,50901,770
01/03/2023,Jones,Texas,48253,5240,116
01/03/2023,Karnes,Texas,48255,6363,75
01/03/2023,Kaufman,Texas,48257,41630,553
01/03/2023,Kendall,Texas,48259,9633,131
01/03/2023,Kenedy,Texas,48261,102,2
01/03/2023,Kent,Texas,48263,220,4
01/03/2023,Kerr,Texas,48265,10825,200
01/03/2023,Kimble,Texas,48267,898,15
01/03/2023,King,Texas,48269,54,0
01/03/2023,Kinney,Texas,48271,818,13
01/03/2023,Kleberg,Texas,48273,9018,153
01/03/2023,Knox,Texas,48275,610,25
01/03/2023,La Salle,Texas,48283,2563,53
01/03/2023,Lamar,Texas,48277,14913,274
01/03/2023,Lamb,Texas,48279,5020,127
01/03/2023,Lampasas,Texas,48281,6238,93
01/03/2023,Lavaca,Texas,48285,4770,123
01/03/2023,Lee,Texas,48287,5101,64
01/03/2023,Leon,Texas,48289,4198,95
01/03/2023,Liberty,Texas,48291,21641,413
01/03/2023,Limestone,Texas,48293,5960,134
01/03/2023,Lipscomb,Texas,48295,805,19
01/03/2023,Live Oak,Texas,48297,2376,51
01/03/2023,Llano,Texas,48299,4952,101
01/03/2023,Loving,Texas,48301,369,1
01/03/2023,Lubbock,Texas,48303,110333,1374
01/03/2023,Lynn,Texas,48305,1676,41
01/03/2023,Madison,Texas,48313,4188,66
01/03/2023,Marion,Texas,48315,1995,67
01/03/2023,Martin,Texas,48317,1370,26
01/03/2023,Mason,Texas,48319,1003,13
01/03/2023,Matagorda,Texas,48321,10081,185
01/03/2023,Maverick,Texas,48323,23774,476
01/03/2023,McCulloch,Texas,48307,1759,50
01/03/2023,McLennan,Texas,48309,72912,948
01/03/2023,McMullen,Texas,48311,182,10
01/03/2023,Medina,Texas,48325,11932,211
01/03/2023,Menard,Texas,48327,622,12
01/03/2023,Midland,Texas,48329,46869,519
01/03/2023,Milam,Texas,48331,5835,107
01/03/2023,Mills,Texas,48333,1592,39
01/03/2023,Mitchell,Texas,48335,2082,50
01/03/2023,Montague,Texas,48337,5200,133
01/03/2023,Montgomery,Texas,48339,167908,1352
01/03/2023,Moore,Texas,48341,6258,115
01/03/2023,Morris,Texas,48343,2945,75
01/03/2023,Motley,Texas,48345,316,14
01/03/2023,Nacogdoches,Texas,48347,14473,270
01/03/2023,Navarro,Texas,48349,14106,243
01/03/2023,Newton,Texas,48351,1703,77
01/03/2023,Nolan,Texas,48353,3456,104
01/03/2023,Nueces,Texas,48355,111069,1581
01/03/2023,Ochiltree,Texas,48357,2642,54
01/03/2023,Oldham,Texas,48359,627,6
01/03/2023,Orange,Texas,48361,16908,373
01/03/2023,Palo Pinto,Texas,48363,7896,157
01/03/2023,Panola,Texas,48365,5393,142
01/03/2023,Parker,Texas,48367,39587,512
01/03/2023,Parmer,Texas,48369,2619,53
01/03/2023,Pecos,Texas,48371,3539,72
01/03/2023,Polk,Texas,48373,9127,269
01/03/2023,Potter,Texas,48375,41495,757
01/03/2023,Presidio,Texas,48377,1195,42
01/03/2023,Rains,Texas,48379,2207,66
01/03/2023,Randall,Texas,48381,44002,531
01/03/2023,Reagan,Texas,48383,954,16
01/03/2023,Real,Texas,48385,983,29
01/03/2023,Red River,Texas,48387,2707,71
01/03/2023,Reeves,Texas,48389,5415,76
01/03/2023,Refugio,Texas,48391,2212,40
01/03/2023,Roberts,Texas,48393,194,2
01/03/2023,Robertson,Texas,48395,5227,83
01/03/2023,Rockwall,Texas,48397,30812,274
01/03/2023,Runnels,Texas,48399,2699,69
01/03/2023,Rusk,Texas,48401,12235,275
01/03/2023,Sabine,Texas,48403,1496,91
01/03/2023,San Augustine,Texas,48405,1180,47
01/03/2023,San Jacinto,Texas,48407,6568,130
01/03/2023,San Patricio,Texas,48409,14090,358
01/03/2023,San Saba,Texas,48411,1458,39
01/03/2023,Schleicher,Texas,48413,582,9
01/03/2023,Scurry,Texas,48415,5846,107
01/03/2023,Shackelford,Texas,48417,1084,13
01/03/2023,Shelby,Texas,48419,5196,137
01/03/2023,Sherman,Texas,48421,521,19
01/03/2023,Smith,Texas,48423,55252,998
01/03/2023,Somervell,Texas,48425,2207,39
01/03/2023,Starr,Texas,48427,23593,382
01/03/2023,Stephens,Texas,48429,2098,54
01/03/2023,Sterling,Texas,48431,317,9
01/03/2023,Stonewall,Texas,48433,409,7
01/03/2023,Sutton,Texas,48435,908,14
01/03/2023,Swisher,Texas,48437,2602,34
01/03/2023,Tarrant,Texas,48439,669986,6215
01/03/2023,Taylor,Texas,48441,42432,757
01/03/2023,Terrell,Texas,48443,137,3
01/03/2023,Terry,Texas,48445,2910,85
01/03/2023,Throckmorton,Texas,48447,293,10
01/03/2023,Titus,Texas,48449,10042,145
01/03/2023,Tom Green,Texas,48451,38894,485
01/03/2023,Travis,Texas,48453,286896,1814
01/03/2023,Trinity,Texas,48455,3155,76
01/03/2023,Tyler,Texas,48457,4909,93
01/03/2023,Unknown,Texas,,807,0
01/03/2023,Upshur,Texas,48459,8937,218
01/03/2023,Upton,Texas,48461,926,18
01/03/2023,Uvalde,Texas,48463,11465,147
01/03/2023,Val Verde,Texas,48465,15740,308
01/03/2023,Van Zandt,Texas,48467,12315,313
01/03/2023,Victoria,Texas,48469,22438,424
01/03/2023,Walker,Texas,48471,21886,225
01/03/2023,Waller,Texas,48473,11386,125
01/03/2023,Ward,Texas,48475,3234,49
01/03/2023,Washington,Texas,48477,10726,160
01/03/2023,Webb,Texas,48479,109465,1084
01/03/2023,Wharton,Texas,48481,11189,226
01/03/2023,Wheeler,Texas,48483,1304,25
01/03/2023,Wichita,Texas,48485,39768,720
01/03/2023,Wilbarger,Texas,48487,4080,90
01/03/2023,Willacy,Texas,48489,8544,137
01/03/2023,Williamson,Texas,48491,165327,1010
01/03/2023,Wilson,Texas,48493,12647,173
01/03/2023,Winkler,Texas,48495,2163,36
01/03/2023,Wise,Texas,48497,19169,291
01/03/2023,Wood,Texas,48499,9491,302
01/03/2023,Yoakum,Texas,48501,1644,42
01/03/2023,Young,Texas,48503,4374,98
01/03/2023,Zapata,Texas,48505,4362,56
01/03/2023,Zavala,Texas,48507,4473,70
01/04/2023,Anderson,Texas,48001,10814,252
01/04/2023,Andrews,Texas,48003,4923,73
01/04/2023,Angelina,Texas,48005,16794,497
01/04/2023,Aransas,Texas,48007,5409,100
01/04/2023,Archer,Texas,48009,2574,32
01/04/2023,Armstrong,Texas,48011,652,11
01/04/2023,Atascosa,Texas,48013,15509,251
01/04/2023,Austin,Texas,48015,6867,84
01/04/2023,Bailey,Texas,48017,1717,39
01/04/2023,Bandera,Texas,48019,4216,80
01/04/2023,Bastrop,Texas,48021,26690,249
01/04/2023,Baylor,Texas,48023,926,33
01/04/2023,Bee,Texas,48025,9777,156
01/04/2023,Bell,Texas,48027,83650,936
01/04/2023,Bexar,Texas,48029,683984,6408
01/04/2023,Blanco,Texas,48031,3145,36
01/04/2023,Borden,Texas,48033,121,2
01/04/2023,Bosque,Texas,48035,4795,75
01/04/2023,Bowie,Texas,48037,24142,450
01/04/2023,Brazoria,Texas,48039,114526,1025
01/04/2023,Brazos,Texas,48041,73256,431
01/04/2023,Brewster,Texas,48043,1348,33
01/04/2023,Briscoe,Texas,48045,560,8
01/04/2023,Brooks,Texas,48047,2025,55
01/04/2023,Brown,Texas,48049,14686,233
01/04/2023,Burleson,Texas,48051,5927,70
01/04/2023,Burnet,Texas,48053,13372,181
01/04/2023,Caldwell,Texas,48055,17409,185
01/04/2023,Calhoun,Texas,48057,6882,54
01/04/2023,Callahan,Texas,48059,3437,77
01/04/2023,Cameron,Texas,48061,131311,2095
01/04/2023,Camp,Texas,48063,3501,77
01/04/2023,Carson,Texas,48065,1706,38
01/04/2023,Cass,Texas,48067,8755,207
01/04/2023,Castro,Texas,48069,2709,48
01/04/2023,Chambers,Texas,48071,12396,140
01/04/2023,Cherokee,Texas,48073,9531,279
01/04/2023,Childress,Texas,48075,2967,34
01/04/2023,Clay,Texas,48077,2447,44
01/04/2023,Cochran,Texas,48079,1015,25
01/04/2023,Coke,Texas,48081,1046,20
01/04/2023,Coleman,Texas,48083,2044,74
01/04/2023,Collin,Texas,48085,269565,1607
01/04/2023,Collingsworth,Texas,48087,857,19
01/04/2023,Colorado,Texas,48089,4364,68
01/04/2023,Comal,Texas,48091,42394,574
01/04/2023,Comanche,Texas,48093,3955,82
01/04/2023,Concho,Texas,48095,1338,13
01/04/2023,Cooke,Texas,48097,8451,154
01/04/2023,Coryell,Texas,48099,20881,227
01/04/2023,Cottle,Texas,48101,377,9
01/04/2023,Crane,Texas,48103,1513,24
01/04/2023,Crockett,Texas,48105,1350,20
01/04/2023,Crosby,Texas,48107,2221,47
01/04/2023,Culberson,Texas,48109,544,15
01/04/2023,Dallam,Texas,48111,2389,44
01/04/2023,Dallas,Texas,48113,681439,7029
01/04/2023,Dawson,Texas,48115,3443,101
01/04/2023,DeWitt,Texas,48123,7195,114
01/04/2023,Deaf Smith,Texas,48117,5686,120
01/04/2023,Delta,Texas,48119,2033,27
01/04/2023,Denton,Texas,48121,218745,1424
01/04/2023,Dickens,Texas,48125,507,16
01/04/2023,Dimmit,Texas,48127,6161,52
01/04/2023,Donley,Texas,48129,1299,27
01/04/2023,Duval,Texas,48131,4273,73
01/04/2023,Eastland,Texas,48133,3349,118
01/04/2023,Ector,Texas,48135,43037,726
01/04/2023,Edwards,Texas,48137,575,11
01/04/2023,El Paso,Texas,48141,251209,3854
01/04/2023,Ellis,Texas,48139,56810,608
01/04/2023,Erath,Texas,48143,9798,133
01/04/2023,Falls,Texas,48145,4408,75
01/04/2023,Fannin,Texas,48147,7974,205
01/04/2023,Fayette,Texas,48149,5417,116
01/04/2023,Fisher,Texas,48151,715,31
01/04/2023,Floyd,Texas,48153,2301,49
01/04/2023,Foard,Texas,48155,247,11
01/04/2023,Fort Bend,Texas,48157,240371,1324
01/04/2023,Franklin,Texas,48159,2606,46
01/04/2023,Freestone,Texas,48161,4250,87
01/04/2023,Frio,Texas,48163,6614,95
01/04/2023,Gaines,Texas,48165,2379,86
01/04/2023,Galveston,Texas,48167,117588,890
01/04/2023,Garza,Texas,48169,1471,31
01/04/2023,Gillespie,Texas,48171,6151,117
01/04/2023,Glasscock,Texas,48173,224,3
01/04/2023,Goliad,Texas,48175,1522,33
01/04/2023,Gonzales,Texas,48177,5293,106
01/04/2023,Gray,Texas,48179,6931,134
01/04/2023,Grayson,Texas,48181,31192,669
01/04/2023,Gregg,Texas,48183,26502,721
01/04/2023,Grimes,Texas,48185,9932,125
01/04/2023,Guadalupe,Texas,48187,44954,439
01/04/2023,Hale,Texas,48189,8237,250
01/04/2023,Hall,Texas,48191,1276,24
01/04/2023,Hamilton,Texas,48193,2097,36
01/04/2023,Hansford,Texas,48195,2270,31
01/04/2023,Hardeman,Texas,48197,632,21
01/04/2023,Hardin,Texas,48199,14402,256
01/04/2023,Harris,Texas,48201,1246532,11448
01/04/2023,Harrison,Texas,48203,15512,298
01/04/2023,Hartley,Texas,48205,1492,19
01/04/2023,Haskell,Texas,48207,1062,40
01/04/2023,Hays,Texas,48209,76535,551
01/04/2023,Hemphill,Texas,48211,1427,8
01/04/2023,Henderson,Texas,48213,18093,464
01/04/2023,Hidalgo,Texas,48215,260115,4032
01/04/2023,Hill,Texas,48217,9963,203
01/04/2023,Hockley,Texas,48219,9213,171
01/04/2023,Hood,Texas,48221,14829,291
01/04/2023,Hopkins,Texas,48223,8518,189
01/04/2023,Houston,Texas,48225,4885,120
01/04/2023,Howard,Texas,48227,7783,191
01/04/2023,Hudspeth,Texas,48229,1158,18
01/04/2023,Hunt,Texas,48231,19275,393
01/04/2023,Hutchinson,Texas,48233,7503,148
01/04/2023,Irion,Texas,48235,590,3
01/04/2023,Jack,Texas,48237,1644,31
01/04/2023,Jackson,Texas,48239,3879,61
01/04/2023,Jasper,Texas,48241,7996,207
01/04/2023,Jeff Davis,Texas,48243,274,10
01/04/2023,Jefferson,Texas,48245,61691,873
01/04/2023,Jim Hogg,Texas,48247,3727,22
01/04/2023,Jim Wells,Texas,48249,13887,225
01/04/2023,Johnson,Texas,48251,51149,770
01/04/2023,Jones,Texas,48253,5258,117
01/04/2023,Karnes,Texas,48255,6369,75
01/04/2023,Kaufman,Texas,48257,41819,553
01/04/2023,Kendall,Texas,48259,9663,131
01/04/2023,Kenedy,Texas,48261,102,2
01/04/2023,Kent,Texas,48263,220,4
01/04/2023,Kerr,Texas,48265,10865,200
01/04/2023,Kimble,Texas,48267,903,15
01/04/2023,King,Texas,48269,54,0
01/04/2023,Kinney,Texas,48271,821,13
01/04/2023,Kleberg,Texas,48273,9060,153
01/04/2023,Knox,Texas,48275,610,25
01/04/2023,La Salle,Texas,48283,2569,53
01/04/2023,Lamar,Texas,48277,15004,274
01/04/2023,Lamb,Texas,48279,5049,127
01/04/2023,Lampasas,Texas,48281,6272,93
01/04/2023,Lavaca,Texas,48285,4821,123
01/04/2023,Lee,Texas,48287,5124,64
01/04/2023,Leon,Texas,48289,4217,95
01/04/2023,Liberty,Texas,48291,21729,413
01/04/2023,Limestone,Texas,48293,5984,134
01/04/2023,Lipscomb,Texas,48295,805,19
01/04/2023,Live Oak,Texas,48297,2383,51
01/04/2023,Llano,Texas,48299,4988,103
01/04/2023,Loving,Texas,48301,382,1
01/04/2023,Lubbock,Texas,48303,110994,1375
01/04/2023,Lynn,Texas,48305,1682,41
01/04/2023,Madison,Texas,48313,4203,66
01/04/2023,Marion,Texas,48315,2000,67
01/04/2023,Martin,Texas,48317,1377,26
01/04/2023,Mason,Texas,48319,1016,13
01/04/2023,Matagorda,Texas,48321,10121,185
01/04/2023,Maverick,Texas,48323,23845,476
01/04/2023,McCulloch,Texas,48307,1796,50
01/04/2023,McLennan,Texas,48309,73313,950
01/04/2023,McMullen,Texas,48311,182,10
01/04/2023,Medina,Texas,48325,11962,211
01/04/2023,Menard,Texas,48327,623,12
01/04/2023,Midland,Texas,48329,47051,520
01/04/2023,Milam,Texas,48331,5873,107
01/04/2023,Mills,Texas,48333,1597,39
01/04/2023,Mitchell,Texas,48335,2090,51
01/04/2023,Montague,Texas,48337,5230,133
01/04/2023,Montgomery,Texas,48339,168618,1353
01/04/2023,Moore,Texas,48341,6270,116
01/04/2023,Morris,Texas,48343,2955,75
01/04/2023,Motley,Texas,48345,319,14
01/04/2023,Nacogdoches,Texas,48347,14530,270
01/04/2023,Navarro,Texas,48349,14167,246
01/04/2023,Newton,Texas,48351,1711,77
01/04/2023,Nolan,Texas,48353,3463,104
01/04/2023,Nueces,Texas,48355,111069,1581
01/04/2023,Ochiltree,Texas,48357,2643,54
01/04/2023,Oldham,Texas,48359,629,6
01/04/2023,Orange,Texas,48361,16948,375
01/04/2023,Palo Pinto,Texas,48363,7922,158
01/04/2023,Panola,Texas,48365,5423,142
01/04/2023,Parker,Texas,48367,39742,516
01/04/2023,Parmer,Texas,48369,2645,53
01/04/2023,Pecos,Texas,48371,3551,74
01/04/2023,Polk,Texas,48373,9161,270
01/04/2023,Potter,Texas,48375,41594,757
01/04/2023,Presidio,Texas,48377,1197,42
01/04/2023,Rains,Texas,48379,2223,66
01/04/2023,Randall,Texas,48381,44101,531
01/04/2023,Reagan,Texas,48383,959,16
01/04/2023,Real,Texas,48385,990,29
01/04/2023,Red River,Texas,48387,2722,71
01/04/2023,Reeves,Texas,48389,5457,76
01/04/2023,Refugio,Texas,48391,2235,40
01/04/2023,Roberts,Texas,48393,194,2
01/04/2023,Robertson,Texas,48395,5239,83
01/04/2023,Rockwall,Texas,48397,30993,274
01/04/2023,Runnels,Texas,48399,2707,69
01/04/2023,Rusk,Texas,48401,12282,278
01/04/2023,Sabine,Texas,48403,1503,91
01/04/2023,San Augustine,Texas,48405,1209,48
01/04/2023,San Jacinto,Texas,48407,6591,130
01/04/2023,San Patricio,Texas,48409,14183,359
01/04/2023,San Saba,Texas,48411,1467,39
01/04/2023,Schleicher,Texas,48413,587,9
01/04/2023,Scurry,Texas,48415,5909,107
01/04/2023,Shackelford,Texas,48417,1089,13
01/04/2023,Shelby,Texas,48419,5249,137
01/04/2023,Sherman,Texas,48421,523,19
01/04/2023,Smith,Texas,48423,55573,999
01/04/2023,Somervell,Texas,48425,2208,39
01/04/2023,Starr,Texas,48427,23637,383
01/04/2023,Stephens,Texas,48429,2105,54
01/04/2023,Sterling,Texas,48431,318,9
01/04/2023,Stonewall,Texas,48433,418,7
01/04/2023,Sutton,Texas,48435,911,14
01/04/2023,Swisher,Texas,48437,2608,34
01/04/2023,Tarrant,Texas,48439,670546,6217
01/04/2023,Taylor,Texas,48441,42432,759
01/04/2023,Terrell,Texas,48443,139,3
01/04/2023,Terry,Texas,48445,2918,85
01/04/2023,Throckmorton,Texas,48447,294,10
01/04/2023,Titus,Texas,48449,10090,146
01/04/2023,Tom Green,Texas,48451,39192,485
01/04/2023,Travis,Texas,48453,288693,1821
01/04/2023,Trinity,Texas,48455,3164,77
01/04/2023,Tyler,Texas,48457,4973,94
01/04/2023,Unknown,Texas,,6917,0
01/04/2023,Upshur,Texas,48459,8954,220
01/04/2023,Upton,Texas,48461,932,18
01/04/2023,Uvalde,Texas,48463,11482,148
01/04/2023,Val Verde,Texas,48465,15761,308
01/04/2023,Van Zandt,Texas,48467,12399,313
01/04/2023,Victoria,Texas,48469,22594,425
01/04/2023,Walker,Texas,48471,21959,225
01/04/2023,Waller,Texas,48473,11421,126
01/04/2023,Ward,Texas,48475,3259,48
01/04/2023,Washington,Texas,48477,10787,162
01/04/2023,Webb,Texas,48479,109829,1085
01/04/2023,Wharton,Texas,48481,11276,226
01/04/2023,Wheeler,Texas,48483,1305,26
01/04/2023,Wichita,Texas,48485,40001,721
01/04/2023,Wilbarger,Texas,48487,4112,90
01/04/2023,Willacy,Texas,48489,8584,137
01/04/2023,Williamson,Texas,48491,166259,1012
01/04/2023,Wilson,Texas,48493,12678,175
01/04/2023,Winkler,Texas,48495,2174,36
01/04/2023,Wise,Texas,48497,19252,291
01/04/2023,Wood,Texas,48499,9530,303
01/04/2023,Yoakum,Texas,48501,1645,42
01/04/2023,Young,Texas,48503,4392,98
01/04/2023,Zapata,Texas,48505,4387,56
01/04/2023,Zavala,Texas,48507,4486,70
01/05/2023,Anderson,Texas,48001,10814,252
01/05/2023,Andrews,Texas,48003,4923,73
01/05/2023,Angelina,Texas,48005,16794,497
01/05/2023,Aransas,Texas,48007,5409,100
01/05/2023,Archer,Texas,48009,2574,32
01/05/2023,Armstrong,Texas,48011,652,11
01/05/2023,Atascosa,Texas,48013,15509,251
01/05/2023,Austin,Texas,48015,6867,84
01/05/2023,Bailey,Texas,48017,1717,39
01/05/2023,Bandera,Texas,48019,4216,80
01/05/2023,Bastrop,Texas,48021,26690,249
01/05/2023,Baylor,Texas,48023,926,33
01/05/2023,Bee,Texas,48025,9777,156
01/05/2023,Bell,Texas,48027,83650,936
01/05/2023,Bexar,Texas,48029,683984,6408
01/05/2023,Blanco,Texas,48031,3145,36
01/05/2023,Borden,Texas,48033,121,2
01/05/2023,Bosque,Texas,48035,4795,75
01/05/2023,Bowie,Texas,48037,24142,450
01/05/2023,Brazoria,Texas,48039,114526,1025
01/05/2023,Brazos,Texas,48041,73256,431
01/05/2023,Brewster,Texas,48043,1348,33
01/05/2023,Briscoe,Texas,48045,560,8
01/05/2023,Brooks,Texas,48047,2025,55
01/05/2023,Brown,Texas,48049,14686,233
01/05/2023,Burleson,Texas,48051,5927,70
01/05/2023,Burnet,Texas,48053,13372,181
01/05/2023,Caldwell,Texas,48055,17409,185
01/05/2023,Calhoun,Texas,48057,6882,54
01/05/2023,Callahan,Texas,48059,3437,77
01/05/2023,Cameron,Texas,48061,131311,2095
01/05/2023,Camp,Texas,48063,3501,77
01/05/2023,Carson,Texas,48065,1706,38
01/05/2023,Cass,Texas,48067,8755,207
01/05/2023,Castro,Texas,48069,2709,48
01/05/2023,Chambers,Texas,48071,12396,140
01/05/2023,Cherokee,Texas,48073,9531,279
01/05/2023,Childress,Texas,48075,2967,34
01/05/2023,Clay,Texas,48077,2447,44
01/05/2023,Cochran,Texas,48079,1015,25
01/05/2023,Coke,Texas,48081,1046,20
01/05/2023,Coleman,Texas,48083,2044,74
01/05/2023,Collin,Texas,48085,269565,1607
01/05/2023,Collingsworth,Texas,48087,857,19
01/05/2023,Colorado,Texas,48089,4364,68
01/05/2023,Comal,Texas,48091,42394,574
01/05/2023,Comanche,Texas,48093,3955,82
01/05/2023,Concho,Texas,48095,1338,13
01/05/2023,Cooke,Texas,48097,8451,154
01/05/2023,Coryell,Texas,48099,20881,227
01/05/2023,Cottle,Texas,48101,377,9
01/05/2023,Crane,Texas,48103,1513,24
01/05/2023,Crockett,Texas,48105,1350,20
01/05/2023,Crosby,Texas,48107,2221,47
01/05/2023,Culberson,Texas,48109,544,15
01/05/2023,Dallam,Texas,48111,2389,44
01/05/2023,Dallas,Texas,48113,681439,7029
01/05/2023,Dawson,Texas,48115,3443,101
01/05/2023,DeWitt,Texas,48123,7195,114
01/05/2023,Deaf Smith,Texas,48117,5686,120
01/05/2023,Delta,Texas,48119,2033,27
01/05/2023,Denton,Texas,48121,218745,1424
01/05/2023,Dickens,Texas,48125,507,16
01/05/2023,Dimmit,Texas,48127,6161,52
01/05/2023,Donley,Texas,48129,1299,27
01/05/2023,Duval,Texas,48131,4273,73
01/05/2023,Eastland,Texas,48133,3349,118
01/05/2023,Ector,Texas,48135,43037,726
01/05/2023,Edwards,Texas,48137,575,11
01/05/2023,El Paso,Texas,48141,251209,3854
01/05/2023,Ellis,Texas,48139,56810,608
01/05/2023,Erath,Texas,48143,9798,133
01/05/2023,Falls,Texas,48145,4408,75
01/05/2023,Fannin,Texas,48147,7974,205
01/05/2023,Fayette,Texas,48149,5417,116
01/05/2023,Fisher,Texas,48151,715,31
01/05/2023,Floyd,Texas,48153,2301,49
01/05/2023,Foard,Texas,48155,247,11
01/05/2023,Fort Bend,Texas,48157,240371,1324
01/05/2023,Franklin,Texas,48159,2606,46
01/05/2023,Freestone,Texas,48161,4250,87
01/05/2023,Frio,Texas,48163,6614,95
01/05/2023,Gaines,Texas,48165,2379,86
01/05/2023,Galveston,Texas,48167,117588,890
01/05/2023,Garza,Texas,48169,1471,31
01/05/2023,Gillespie,Texas,48171,6151,117
01/05/2023,Glasscock,Texas,48173,224,3
01/05/2023,Goliad,Texas,48175,1522,33
01/05/2023,Gonzales,Texas,48177,5293,106
01/05/2023,Gray,Texas,48179,6931,134
01/05/2023,Grayson,Texas,48181,31192,669
01/05/2023,Gregg,Texas,48183,26502,721
01/05/2023,Grimes,Texas,48185,9932,125
01/05/2023,Guadalupe,Texas,48187,44954,439
01/05/2023,Hale,Texas,48189,8237,250
01/05/2023,Hall,Texas,48191,1276,24
01/05/2023,Hamilton,Texas,48193,2097,36
01/05/2023,Hansford,Texas,48195,2270,31
01/05/2023,Hardeman,Texas,48197,632,21
01/05/2023,Hardin,Texas,48199,14402,256
01/05/2023,Harris,Texas,48201,1246532,11448
01/05/2023,Harrison,Texas,48203,15512,298
01/05/2023,Hartley,Texas,48205,1492,19
01/05/2023,Haskell,Texas,48207,1062,40
01/05/2023,Hays,Texas,48209,76535,551
01/05/2023,Hemphill,Texas,48211,1427,8
01/05/2023,Henderson,Texas,48213,18093,464
01/05/2023,Hidalgo,Texas,48215,260115,4032
01/05/2023,Hill,Texas,48217,9963,203
01/05/2023,Hockley,Texas,48219,9213,171
01/05/2023,Hood,Texas,48221,14829,291
01/05/2023,Hopkins,Texas,48223,8518,189
01/05/2023,Houston,Texas,48225,4885,120
01/05/2023,Howard,Texas,48227,7783,191
01/05/2023,Hudspeth,Texas,48229,1158,18
01/05/2023,Hunt,Texas,48231,19275,393
01/05/2023,Hutchinson,Texas,48233,7503,148
01/05/2023,Irion,Texas,48235,590,3
01/05/2023,Jack,Texas,48237,1644,31
01/05/2023,Jackson,Texas,48239,3879,61
01/05/2023,Jasper,Texas,48241,7996,207
01/05/2023,Jeff Davis,Texas,48243,274,10
01/05/2023,Jefferson,Texas,48245,61691,873
